unix,date,symbol,open,high,low,close,Volume LTC,Volume USD
1556150400,4/25/2019 0:00,LTC/USD,73.1,74.74,69.02,70.75,54113.35529,3828519.887
1556064000,4/24/2019 0:00,LTC/USD,74.14,75.21,70.43,73.11,55178.37513,4034091.006
1555977600,4/23/2019 0:00,LTC/USD,76.82,79.75,73.89,74.16,43099.11863,3196230.638
1555891200,4/22/2019 0:00,LTC/USD,77.28,78.29,75.45,76.8,35170.82059,2701119.021
1555804800,4/21/2019 0:00,LTC/USD,81.42,82.29,73.42,77.51,56490.00703,4378540.445
1555718400,4/20/2019 0:00,LTC/USD,82.79,83.11,79.67,81.47,15866.63171,1292654.486
1555632000,4/19/2019 0:00,LTC/USD,81.5,83.71,79.99,82.45,26729.13448,2203817.138
1555545600,4/18/2019 0:00,LTC/USD,79.26,83.93,79.26,82.08,42799.97332,3513021.81
1555459200,4/17/2019 0:00,LTC/USD,81.06,82.11,78.52,79.27,20146.89758,1597044.571
1555372800,4/16/2019 0:00,LTC/USD,78.13,81.83,77.11,81.08,35362.79652,2867215.542
1555286400,4/15/2019 0:00,LTC/USD,83.7,84.72,74.45,78.35,55765.457,4369223.556
1555200000,4/14/2019 0:00,LTC/USD,78.26,83.87,76.4,83.71,28102.62191,2352470.48
1555113600,4/13/2019 0:00,LTC/USD,78.76,81.61,76.22,77.97,24500.49251,1910303.401
1555027200,4/12/2019 0:00,LTC/USD,79.23,81.04,75.53,79.09,50819.41782,4019307.755
1554940800,4/11/2019 0:00,LTC/USD,88.57,88.79,75.25,79.44,104741.6506,8320676.727
1554854400,4/10/2019 0:00,LTC/USD,86.72,91.8,86.51,88.09,38967.38984,3432637.371
1554768000,4/9/2019 0:00,LTC/USD,89.6,89.64,83.88,86.95,27724.48502,2410643.973
1554681600,4/8/2019 0:00,LTC/USD,91.83,94.19,86.36,89.64,41902.43318,3756134.11
1554595200,4/7/2019 0:00,LTC/USD,91.73,95.45,88.8,91.82,28148.42926,2584588.775
1554508800,4/6/2019 0:00,LTC/USD,88.59,97.79,85.26,92.65,57279.68907,5306963.192
